Q01,Q02,Q03,Q04,Q05,Q06,Q07,Q08,Q09,Q10,Q11
TRUE,same,widowed,secondary,neither,ponds,Elementary,Medium Damage Level,"<2,500",1 or less,own_toilet
TRUE,less,widowed,none_primary_only,strongly_disagree,tap_hh,Graduate,Destroyed/No House,"<2,500",No land,#N/A
TRUE,less,separated,higher_edu,strongly_agree,tap_hh,Elementary,Low Damage Level,"2,500 - 5,000",No land,own_toilet
TRUE,more,married,none_primary_only,agree,well_shallow,Elementary,Medium Damage Level,"<2,500",1 or less,own_toilet
TRUE,more,separated,secondary,strongly_agree,tap_hh,High School,Medium Damage Level,"<2,500",1 or less,own_toilet
TRUE,n/a,widowed,none_primary_only,disagree,tap_hh,Elementary,Destroyed/No House,"<2,500",1 or less,own_toilet
FALSE,n/a,separated,higher_edu,strongly_agree,tap_hh,Elementary,Low Damage Level,"<2,500",1 or less,own_toilet
TRUE,n/a,married,secondary,agree,well_shallow,High School,Low Damage Level,"<2,500",No land,own_toilet
FALSE,n/a,married,secondary,strongly_agree,tap_hh,High School,Medium Damage Level,"2,500 - 5,000",No land,own_toilet
FALSE,n/a,married,none_primary_only,agree,tap_hh,Graduate,Medium Damage Level,"2,500 - 5,000",No land,shared_toilet
TRUE,n/a,married,none_primary_only,strongly_agree,tap_hh,High School,Medium Damage Level,"<2,500",No land,own_toilet
FALSE,n/a,widowed,none_primary_only,strongly_agree,other,Elementary,Medium Damage Level,"2,500 - 5,000",No land,own_toilet
FALSE,n/a,widowed,none_primary_only,strongly_agree,well_shallow,High School,Medium Damage Level,"2,500 - 5,000",1 or less,own_toilet
FALSE,n/a,living_together,secondary,neither,tap_hh,Primary,Medium Damage Level,"<2,500",No land,own_toilet
FALSE,n/a,widowed,none_primary_only,neither,tap_hh,Elementary,No Damage/Fully Repaired,"<2,500",2.01 - 10,own_toilet
FALSE,n/a,widowed,none_primary_only,strongly_agree,well_shallow,High School,Medium Damage Level,"<2,500",No land,own_toilet
FALSE,n/a,married,secondary,agree,tap_hh,High School,Low Damage Level,"2,500 - 5,000",No land,own_toilet
FALSE,n/a,living_together,none_primary_only,agree,well_shallow,High School,High Damage Level,"<2,500",1 or less,shared_toilet
FALSE,n/a,married,none_primary_only,agree,tap_hh,High School,Low Damage Level,"2,500 - 5,000",No land,own_toilet
FALSE,n/a,married,secondary,strongly_agree,tap_hh,High School,High Damage Level,"<2,500",No land,own_toilet
TRUE,n/a,married,none_primary_only,strongly_agree,tap_hh,Elementary,Medium Damage Level,"<2,500",1 or less,own_toilet
TRUE,n/a,widowed,secondary,strongly_disagree,tap_hh,Elementary,Medium Damage Level,"2,500 - 5,000",No land,#N/A
TRUE,n/a,living_together,none_primary_only,strongly_disagree,purchased,Primary,Medium Damage Level,"2,500 - 5,000",No land,#N/A
TRUE,n/a,widowed,none_primary_only,strongly_disagree,well_shallow,Elementary,Low Damage Level,"<2,500",1 or less,shared_toilet
TRUE,n/a,living_together,none_primary_only,strongly_disagree,well_shallow,Elementary,Medium Damage Level,"<2,500",No land,own_toilet
TRUE,less,living_together,none_primary_only,strongly_agree,tap_hh,Elementary,Medium Damage Level,"<2,500",1 or less,#N/A
FALSE,less,living_together,none_primary_only,strongly_agree,tap_hh,Primary,Low Damage Level,"<2,500",1 or less,#N/A
FALSE,more,living_together,secondary,strongly_agree,ponds,Elementary,Low Damage Level,"<2,500",1 or less,own_toilet
FALSE,less,married,none_primary_only,agree,purchased,Elementary,High Damage Level,"<2,500",No land,own_toilet
FALSE,skip,married,none_primary_only,agree,tap_hh,High School,High Damage Level,"<2,500",1 or less,own_toilet
FALSE,skip,widowed,none_primary_only,strongly_agree,tap_hh,Elementary,Medium Damage Level,"<2,500",1 or less,own_toilet
TRUE,same,living_together,higher_edu,dont_know,tap_hh,Elementary,Medium Damage Level,"<2,500",No land,shared_toilet
FALSE,less,widowed,none_primary_only,agree,tap_hh,Primary,Medium Damage Level,"<2,500",1 or less,own_toilet
FALSE,more,widowed,secondary,agree,tap_hh,High School,Medium Damage Level,"<2,500",No land,own_toilet
FALSE,same,living_together,higher_edu,strongly_agree,tap_hh,High School,Low Damage Level,"<2,500",2.01 - 10,shared_toilet
FALSE,skip,living_together,secondary,strongly_agree,tap_hh,High School,Low Damage Level,"2,500 - 5,000",1 or less,own_toilet
FALSE,less,married,none_primary_only,strongly_agree,tap_hh,High School,Medium Damage Level,"<2,500",1 or less,own_toilet
FALSE,less,widowed,none_primary_only,strongly_agree,tap_hh,High School,Medium Damage Level,"5,001 - 10,000",No land,shared_toilet
FALSE,skip,living_together,secondary,strongly_agree,tap_hh,High School,Low Damage Level,"2,500 - 5,000",1 or less,own_toilet
FALSE,less,living_together,none_primary_only,agree,tap_hh,Graduate,Medium Damage Level,"5,001 - 10,000",No land,own_toilet
FALSE,dk,living_together,none_primary_only,strongly_agree,tap_hh,High School,Medium Damage Level,"<2,500",No land,shared_toilet
FALSE,more,single,secondary,agree,tap_hh,Elementary,Medium Damage Level,"<2,500",1 or less,shared_toilet
TRUE,less,living_together,secondary,strongly_disagree,tap_hh,High School,Low Damage Level,"<2,500",No land,#N/A
TRUE,same,single,none_primary_only,strongly_agree,tap_hh,Elementary,Medium Damage Level,"<2,500",No land,own_toilet
FALSE,more,living_together,secondary,strongly_agree,tap_hh,Elementary,Medium Damage Level,"2,500 - 5,000",No land,own_toilet
FALSE,more,separated,none_primary_only,strongly_agree,tap_hh,High School,Low Damage Level,"<2,500",No land,#N/A
FALSE,same,widowed,none_primary_only,strongly_agree,tap_hh,High School,Medium Damage Level,"<2,500",No land,#N/A
FALSE,more,married,secondary,agree,tap_hh,High School,Low Damage Level,"2,500 - 5,000",No land,own_toilet
TRUE,more,married,higher_edu,strongly_agree,tap_hh,Elementary,Medium Damage Level,"2,500 - 5,000",No land,shared_toilet
FALSE,more,living_together,none_primary_only,agree,rainwater,Elementary,Medium Damage Level,"2,500 - 5,000",No land,own_toilet
TRUE,more,living_together,secondary,strongly_disagree,tap_hh,High School,Medium Damage Level,"2,500 - 5,000",No land,shared_toilet
FALSE,skip,single,secondary,disagree,tap_hh,Elementary,Medium Damage Level,"2,500 - 5,000",No land,own_toilet
TRUE,more,widowed,none_primary_only,strongly_agree,tap_hh,Elementary,Medium Damage Level,"<2,500",1 or less,own_toilet
TRUE,more,widowed,secondary,strongly_disagree,tap_hh,Elementary,Medium Damage Level,"<2,500",No land,own_toilet
TRUE,skip,married,none_primary_only,agree,tap_hh,Elementary,Low Damage Level,"<2,500",No land,shared_toilet
TRUE,more,married,none_primary_only,strongly_agree,other,High School,Medium Damage Level,"<2,500",No land,#N/A
TRUE,more,separated,secondary,strongly_agree,tap_hh,Elementary,Low Damage Level,"2,500 - 5,000",No land,shared_toilet
TRUE,more,married,none_primary_only,agree,tap_hh,Graduate,Medium Damage Level,"<2,500",No land,#N/A
TRUE,same,widowed,secondary,strongly_agree,tap_hh,Elementary,Medium Damage Level,"<2,500",No land,own_toilet
FALSE,same,married,none_primary_only,strongly_agree,well_shallow,Elementary,Medium Damage Level,"<2,500",1 or less,own_toilet
FALSE,same,widowed,none_primary_only,strongly_agree,tap_hh,High School,Medium Damage Level,"2,500 - 5,000",No land,own_toilet
FALSE,more,separated,secondary,agree,well_shallow,Elementary,High Damage Level,"<2,500",No land,shared_toilet
TRUE,more,single,secondary,agree,tap_hh,High School,Low Damage Level,"<2,500",No land,own_toilet
FALSE,dk,single,none_primary_only,strongly_agree,tap_hh,Elementary,Low Damage Level,"2,500 - 5,000",No land,own_toilet
TRUE,more,married,none_primary_only,strongly_agree,tap_hh,Graduate,High Damage Level,"2,500 - 5,000",No land,shared_toilet
TRUE,more,living_together,higher_edu,strongly_agree,tap_hh,High School,Low Damage Level,"5,001 - 10,000",No land,shared_toilet
TRUE,more,married,none_primary_only,agree,hand_pump,High School,Destroyed/No House,"<2,500",No land,own_toilet
TRUE,more,separated,none_primary_only,strongly_agree,well_shallow,Elementary,Medium Damage Level,"<2,500",No land,own_toilet
TRUE,skip,widowed,secondary,strongly_disagree,well_shallow,Primary,Medium Damage Level,"<2,500",1.01 - 2,#N/A
TRUE,more,single,secondary,strongly_agree,other,Graduate,Low Damage Level,"2,500 - 5,000",1 or less,own_toilet
TRUE,more,married,none_primary_only,agree,tap_hh,Primary,Medium Damage Level,"<2,500",1 or less,own_toilet
TRUE,more,widowed,secondary,strongly_agree,tap_hh,Graduate,Low Damage Level,"5,001 - 10,000",No land,shared_toilet
FALSE,skip,married,none_primary_only,strongly_agree,tap_hh,Graduate,Low Damage Level,"2,500 - 5,000",No land,#N/A
TRUE,skip,married,none_primary_only,strongly_agree,tap_hh,High School,Low Damage Level,"<2,500",No land,shared_toilet
FALSE,skip,single,none_primary_only,strongly_disagree,tap_hh,Graduate,Low Damage Level,"5,001 - 10,000",No land,shared_toilet
FALSE,skip,married,none_primary_only,agree,tap_hh,High School,Medium Damage Level,"5,001 - 10,000",No land,own_toilet
FALSE,more,married,secondary,neither,tap_hh,Elementary,Medium Damage Level,"2,500 - 5,000",No land,#N/A
TRUE,less,married,higher_edu,strongly_agree,tap_hh,Elementary,Medium Damage Level,"<2,500",No land,#N/A
TRUE,more,living_together,none_primary_only,strongly_agree,tap_hh,Elementary,Medium Damage Level,"<2,500",No land,#N/A
TRUE,dk,married,higher_edu,agree,well_shallow,Elementary,Medium Damage Level,"<2,500",No land,#N/A
TRUE,same,living_together,none_primary_only,strongly_agree,tap_hh,High School,Medium Damage Level,"<2,500",No land,own_toilet
TRUE,dk,married,secondary,strongly_agree,tap_hh,High School,Medium Damage Level,"<2,500",No land,own_toilet
TRUE,more,living_together,secondary,strongly_agree,well_shallow,Primary,Destroyed/No House,"<2,500",No land,#N/A
TRUE,same,living_together,none_primary_only,agree,tap_hh,High School,Low Damage Level,"<2,500",No land,#N/A
TRUE,dk,living_together,none_primary_only,strongly_agree,tap_hh,High School,Low Damage Level,"<2,500",1 or less,own_toilet
TRUE,same,married,none_primary_only,agree,well_shallow,High School,Low Damage Level,"<2,500",No land,shared_toilet
FALSE,less,married,secondary,agree,tap_hh,Elementary,Medium Damage Level,"<2,500",No land,own_toilet
TRUE,more,living_together,none_primary_only,strongly_agree,tap_hh,High School,Medium Damage Level,"5,001 - 10,000",1 or less,own_toilet
TRUE,same,married,none_primary_only,neither,tap_hh,Elementary,Destroyed/No House,"<2,500",No land,own_toilet
FALSE,same,living_together,none_primary_only,agree,well_shallow,High School,Medium Damage Level,"2,500 - 5,000",No land,own_toilet
FALSE,same,married,none_primary_only,agree,tap_hh,Primary,Medium Damage Level,"<2,500",1 or less,#N/A
TRUE,same,widowed,none_primary_only,neither,tap_hh,High School,No Damage/Fully Repaired,"<2,500",1 or less,own_toilet
TRUE,same,married,secondary,strongly_disagree,hand_pump,Elementary,Destroyed/No House,"2,500 - 5,000",No land,shared_toilet
TRUE,less,widowed,secondary,agree,tap_hh,High School,Medium Damage Level,"<2,500",No land,own_toilet
FALSE,more,living_together,none_primary_only,strongly_disagree,tap_hh,High School,Medium Damage Level,"<2,500",1 or less,own_toilet
FALSE,more,widowed,none_primary_only,agree,river,High School,Low Damage Level,"2,500 - 5,000",1 or less,shared_toilet
TRUE,more,married,none_primary_only,agree,tap_hh,Elementary,Medium Damage Level,"<2,500",No land,shared_toilet
TRUE,same,living_together,secondary,agree,tap_hh,Primary,Low Damage Level,"<2,500",No land,#N/A
TRUE,more,widowed,secondary,agree,tap_hh,High School,Medium Damage Level,"<2,500",1 or less,own_toilet
TRUE,same,living_together,secondary,agree,tap_hh,Elementary,Low Damage Level,"<2,500",No land,own_toilet
FALSE,same,married,higher_edu,strongly_agree,tap_hh,Primary,Medium Damage Level,"2,500 - 5,000",No land,own_toilet
FALSE,same,living_together,none_primary_only,strongly_disagree,tap_hh,Primary,Low Damage Level,"2,500 - 5,000",No land,shared_toilet
TRUE,dk,living_together,none_primary_only,agree,well_shallow,Primary,High Damage Level,"<2,500",No land,shared_toilet
TRUE,dk,living_together,none_primary_only,agree,tap_communal,Elementary,Low Damage Level,"2,500 - 5,000",No land,shared_toilet
TRUE,more,married,secondary,agree,hand_pump,Elementary,Low Damage Level,"<2,500",No land,shared_toilet
TRUE,dk,married,secondary,agree,tap_hh,Primary,Low Damage Level,"<2,500",No land,own_toilet
TRUE,same,widowed,secondary,agree,tap_hh,Elementary,Medium Damage Level,"2,500 - 5,000",No land,own_toilet
TRUE,less,single,secondary,dont_know,tap_hh,Elementary,Medium Damage Level,"<2,500",No land,shared_toilet
TRUE,less,single,none_primary_only,agree,other,Elementary,Medium Damage Level,"<2,500",No land,shared_toilet
TRUE,less,single,secondary,agree,purchased,High School,Low Damage Level,"2,500 - 5,000",No land,own_toilet
TRUE,less,married,none_primary_only,strongly_disagree,tap_hh,Elementary,Low Damage Level,"2,500 - 5,000",No land,own_toilet
TRUE,more,widowed,higher_edu,disagree,purchased,High School,Low Damage Level,"2,500 - 5,000",No land,own_toilet
TRUE,n/a,married,secondary,agree,purchased,High School,Medium Damage Level,"<2,500",No land,own_toilet
TRUE,n/a,living_together,higher_edu,strongly_agree,tap_hh,Elementary,Medium Damage Level,"2,500 - 5,000",No land,own_toilet
TRUE,n/a,living_together,secondary,strongly_agree,purchased,Elementary,Low Damage Level,"<2,500",No land,#N/A
FALSE,more,single,none_primary_only,strongly_agree,tap_hh,Primary,Low Damage Level,"<2,500",No land,own_toilet
TRUE,n/a,widowed,secondary,agree,tap_hh,High School,Medium Damage Level,"5,001 - 10,000",No land,own_toilet
TRUE,n/a,married,none_primary_only,strongly_agree,tap_hh,Primary,Low Damage Level,"2,500 - 5,000",No land,#N/A
TRUE,more,single,higher_edu,agree,tap_hh,Primary,Medium Damage Level,"<2,500",No land,own_toilet
TRUE,more,living_together,none_primary_only,disagree,tap_hh,Primary,Medium Damage Level,"2,500 - 5,000",No land,own_toilet
TRUE,more,married,secondary,agree,well_shallow,High School,Medium Damage Level,"2,500 - 5,000",No land,shared_toilet
TRUE,dk,living_together,secondary,agree,tap_hh,Elementary,Medium Damage Level,"2,500 - 5,000",No land,shared_toilet
TRUE,more,separated,secondary,agree,tap_hh,Elementary,Medium Damage Level,"2,500 - 5,000",No land,own_toilet
TRUE,more,living_together,secondary,disagree,well_shallow,Elementary,Medium Damage Level,"2,500 - 5,000",No land,own_toilet
TRUE,more,living_together,none_primary_only,agree,hand_pump,Elementary,Medium Damage Level,"<2,500",No land,own_toilet
TRUE,more,separated,none_primary_only,agree,tap_hh,Elementary,Medium Damage Level,"2,500 - 5,000",No land,own_toilet
TRUE,more,living_together,higher_edu,agree,well_shallow,Primary,Medium Damage Level,"2,500 - 5,000",No land,shared_toilet
TRUE,dk,widowed,none_primary_only,agree,tap_hh,Primary,Medium Damage Level,"<2,500",No land,#N/A
TRUE,more,separated,secondary,agree,tap_hh,Primary,Medium Damage Level,"<2,500",No land,#N/A
TRUE,more,living_together,secondary,agree,tap_hh,High School,High Damage Level,"<2,500",No land,own_toilet
TRUE,more,living_together,higher_edu,agree,well_shallow,High School,Medium Damage Level,"2,500 - 5,000",1 or less,own_toilet
TRUE,more,living_together,none_primary_only,agree,tap_hh,High School,Low Damage Level,"<2,500",No land,own_toilet
TRUE,dk,widowed,secondary,agree,tap_hh,Elementary,Medium Damage Level,"2,500 - 5,000",No land,#N/A
TRUE,n/a,living_together,higher_edu,agree,well_shallow,Elementary,Low Damage Level,"<2,500",1 or less,shared_toilet
TRUE,same,widowed,higher_edu,agree,well_shallow,High School,Medium Damage Level,"2,500 - 5,000",No land,shared_toilet
FALSE,more,living_together,none_primary_only,agree,tap_hh,High School,Medium Damage Level,"<2,500",No land,own_toilet
TRUE,same,separated,secondary,agree,tap_hh,Graduate,Low Damage Level,"10,001 - 15,000",No land,shared_toilet
TRUE,skip,living_together,secondary,agree,tap_hh,High School,Medium Damage Level,"<2,500",No land,own_toilet
TRUE,n/a,single,higher_edu,agree,tap_hh,High School,Medium Damage Level,"<2,500",No land,own_toilet
TRUE,less,living_together,higher_edu,agree,tap_hh,High School,Medium Damage Level,"<2,500",No land,own_toilet
TRUE,less,married,none_primary_only,strongly_agree,tap_hh,Primary,Medium Damage Level,"<2,500",No land,own_toilet
TRUE,n/a,widowed,secondary,agree,well_shallow,Elementary,Low Damage Level,"2,500 - 5,000",No land,shared_toilet
TRUE,less,living_together,none_primary_only,agree,tap_hh,Graduate,Medium Damage Level,"2,500 - 5,000",No land,own_toilet
FALSE,more,married,secondary,agree,tap_communal,High School,Destroyed/No House,"<2,500",No land,#N/A
FALSE,more,living_together,none_primary_only,agree,tap_hh,High School,Medium Damage Level,"<2,500",No land,own_toilet
