Q01,Q02,Q03,Q04,Q05,Q06,Q07,Q08,Q09,Q10,Q11
FALSE,more,married,none_primary_only,strongly_agree,purchased,Graduate,No Damage/Fully Repaired," >15,000",1 or less,own_toilet
FALSE,more,married,secondary,agree,rainwater,High School,Low Damage Level,"2,500 - 5,000",No land,own_toilet
TRUE,more,married,none_primary_only,agree,well_shallow,Elementary,Medium Damage Level,"<2,500",1 or less,shared_toilet
FALSE,same,widowed,secondary,strongly_disagree,rainwater,High School,Medium Damage Level,"<2,500",1 or less,own_toilet
FALSE,more,married,higher_edu,agree,tap_hh,Elementary,Medium Damage Level,"2,500 - 5,000",1 or less,own_toilet
FALSE,same,married,none_primary_only,strongly_disagree,purchased,Elementary,Medium Damage Level,"2,500 - 5,000",No land,shared_toilet
FALSE,more,married,none_primary_only,disagree,purchased,High School,Low Damage Level,"<2,500",No land,own_toilet
TRUE,same,married,none_primary_only,neither,tap_communal,Graduate,Low Damage Level," >15,000",1 or less,own_toilet
FALSE,more,married,none_primary_only,neither,purchased,High School,Medium Damage Level,"<2,500",1 or less,own_toilet
FALSE,less,separated,none_primary_only,agree,purchased,Elementary,Medium Damage Level,"2,500 - 5,000",No land,own_toilet
TRUE,less,married,higher_edu,strongly_agree,purchased,High School,Medium Damage Level,"<2,500",No land,shared_toilet
TRUE,same,living_together,secondary,agree,purchased,Elementary,Medium Damage Level,"2,500 - 5,000",No land,own_toilet
TRUE,same,separated,none_primary_only,agree,purchased,Elementary,Medium Damage Level,"2,500 - 5,000",No land,own_toilet
TRUE,less,living_together,higher_edu,agree,rainwater,Elementary,Low Damage Level,"<2,500",No land,own_toilet
TRUE,same,widowed,secondary,disagree,rainwater,Graduate,No Damage/Fully Repaired," >15,000",No land,own_toilet
TRUE,same,living_together,none_primary_only,strongly_agree,tap_hh,Primary,Medium Damage Level,"<2,500",No land,own_toilet
TRUE,less,separated,secondary,agree,purchased,High School,Low Damage Level,"2,500 - 5,000",No land,own_toilet
TRUE,same,married,none_primary_only,agree,purchased,Elementary,Medium Damage Level,"<2,500",1 or less,own_toilet
FALSE,more,widowed,secondary,strongly_agree,purchased,Elementary,Medium Damage Level,"<2,500",No land,shared_toilet
FALSE,more,single,secondary,agree,purchased,High School,Low Damage Level,"2,500 - 5,000",1 or less,own_toilet
FALSE,same,married,secondary,agree,tap_hh,Elementary,Medium Damage Level,"2,500 - 5,000",No land,own_toilet
FALSE,same,living_together,secondary,agree,tap_hh,Elementary,Medium Damage Level,"2,500 - 5,000",No land,shared_toilet
FALSE,same,single,none_primary_only,strongly_disagree,tap_hh,Elementary,Medium Damage Level,"2,500 - 5,000",No land,#N/A
FALSE,same,living_together,higher_edu,disagree,purchased,Elementary,Low Damage Level,"5,001 - 10,000",No land,#N/A
FALSE,same,married,secondary,strongly_agree,rainwater,Elementary,Medium Damage Level,"2,500 - 5,000",1 or less,own_toilet
FALSE,same,married,none_primary_only,agree,tap_hh,Elementary,Medium Damage Level,"<2,500",1 or less,own_toilet
TRUE,same,living_together,secondary,neither,purchased,High School,Medium Damage Level,"2,500 - 5,000",No land,shared_toilet
TRUE,more,single,secondary,agree,rainwater,Elementary,Medium Damage Level,"2,500 - 5,000",No land,own_toilet
TRUE,more,living_together,none_primary_only,agree,purchased,High School,Medium Damage Level,"<2,500",No land,shared_toilet
TRUE,more,living_together,secondary,agree,rainwater,Elementary,Medium Damage Level,"<2,500",No land,shared_toilet
TRUE,more,married,secondary,strongly_disagree,rainwater,Graduate,Medium Damage Level,"<2,500",1 or less,own_toilet
FALSE,nothing,single,none_primary_only,agree,purchased,Graduate,Medium Damage Level,"<2,500",1 or less,own_toilet
FALSE,less,single,none_primary_only,agree,river,Elementary,Medium Damage Level,"2,500 - 5,000",2.01 - 10,own_toilet
FALSE,same,married,secondary,agree,purchased,Graduate,Medium Damage Level,"<2,500",No land,#N/A
FALSE,nothing,married,none_primary_only,agree,tap_communal,High School,Medium Damage Level,"5,001 - 10,000",No land,own_toilet
TRUE,more,living_together,secondary,agree,purchased,Elementary,Medium Damage Level,"<2,500",1.01 - 2,own_toilet
TRUE,n/a,married,none_primary_only,agree,purchased,High School,Medium Damage Level,"<2,500",1 or less,#N/A
TRUE,more,single,secondary,disagree,rainwater,High School,Medium Damage Level,"<2,500",No land,#N/A
TRUE,more,married,higher_edu,strongly_agree,river,High School,Medium Damage Level,"2,500 - 5,000",No land,own_toilet
TRUE,more,widowed,higher_edu,agree,rainwater,Graduate,Medium Damage Level,"<2,500",1 or less,own_toilet
FALSE,more,married,secondary,agree,other,High School,Medium Damage Level,"<2,500",No land,shared_toilet
TRUE,more,living_together,secondary,neither,purchased,High School,Medium Damage Level,"2,500 - 5,000",No land,shared_toilet
TRUE,more,living_together,secondary,agree,purchased,High School,Medium Damage Level,"10,001 - 15,000",No land,own_toilet
TRUE,more,married,higher_edu,agree,purchased,High School,Medium Damage Level,"2,500 - 5,000",1 or less,own_toilet
FALSE,more,married,higher_edu,agree,tap_hh,High School,No Damage/Fully Repaired," >15,000",1.01 - 2,own_toilet
TRUE,n/a,married,higher_edu,agree,purchased,Graduate,Medium Damage Level,"2,500 - 5,000",No land,shared_toilet
TRUE,more,married,none_primary_only,agree,purchased,Elementary,Medium Damage Level,"<2,500",1 or less,shared_toilet
TRUE,n/a,living_together,higher_edu,agree,purchased,High School,Medium Damage Level,"5,001 - 10,000",No land,#N/A
TRUE,n/a,living_together,higher_edu,agree,purchased,Elementary,Destroyed/No House,"<2,500",No land,#N/A
TRUE,n/a,living_together,none_primary_only,agree,purchased,Graduate,No Damage/Fully Repaired,"2,500 - 5,000",No land,shared_toilet
TRUE,same,married,secondary,dont_know,purchased,Elementary,Medium Damage Level,"<2,500",No land,own_toilet
TRUE,more,living_together,none_primary_only,agree,tap_hh,High School,Medium Damage Level,"<2,500",No land,own_toilet
TRUE,n/a,married,none_primary_only,agree,purchased,Graduate,Medium Damage Level,"<2,500",1 or less,own_toilet
TRUE,n/a,single,none_primary_only,agree,purchased,Graduate,No Damage/Fully Repaired,"5,001 - 10,000",1 or less,own_toilet
TRUE,n/a,married,higher_edu,dont_know,tap_hh,High School,Low Damage Level,"<2,500",No land,own_toilet
TRUE,n/a,married,none_primary_only,agree,purchased,High School,Low Damage Level,"<2,500",1 or less,own_toilet
TRUE,n/a,married,secondary,agree,purchased,High School,Medium Damage Level,"2,500 - 5,000",No land,own_toilet
TRUE,n/a,living_together,higher_edu,agree,purchased,Graduate,Destroyed/No House,"<2,500",No land,own_toilet
FALSE,n/a,single,secondary,strongly_agree,purchased,High School,Medium Damage Level,"<2,500",No land,own_toilet
FALSE,n/a,married,none_primary_only,neither,purchased,Elementary,Medium Damage Level,"<2,500",No land,own_toilet
TRUE,n/a,living_together,secondary,agree,tap_hh,Graduate,Medium Damage Level,"2,500 - 5,000",1 or less,own_toilet
TRUE,n/a,widowed,secondary,agree,purchased,High School,Medium Damage Level,"<2,500",No land,own_toilet
TRUE,n/a,married,secondary,agree,purchased,High School,No Damage/Fully Repaired,"<2,500",No land,shared_toilet
TRUE,n/a,living_together,none_primary_only,neither,purchased,High School,Low Damage Level,"<2,500",1 or less,shared_toilet
FALSE,n/a,living_together,higher_edu,strongly_agree,purchased,Graduate,Low Damage Level," >15,000",1 or less,own_toilet
TRUE,n/a,living_together,none_primary_only,strongly_agree,rainwater,High School,Low Damage Level,"<2,500",1 or less,own_toilet
TRUE,n/a,married,secondary,agree,rainwater,High School,Destroyed/No House,"<2,500",No land,own_toilet
TRUE,n/a,living_together,secondary,agree,tap_hh,Elementary,Low Damage Level,"<2,500",1 or less,own_toilet
TRUE,n/a,widowed,secondary,agree,purchased,High School,Low Damage Level,"<2,500",No land,own_toilet
TRUE,n/a,married,higher_edu,agree,purchased,High School,Low Damage Level,"2,500 - 5,000",1 or less,shared_toilet
TRUE,more,living_together,none_primary_only,agree,purchased,Graduate,Low Damage Level,"2,500 - 5,000",1 or less,own_toilet
TRUE,more,married,secondary,agree,purchased,Primary,Low Damage Level,"<2,500",1 or less,own_toilet
TRUE,more,living_together,none_primary_only,agree,purchased,High School,No Damage/Fully Repaired,"2,500 - 5,000",1 or less,own_toilet
TRUE,more,widowed,none_primary_only,disagree,tap_hh,Elementary,Low Damage Level,"<2,500",1.01 - 2,own_toilet
TRUE,more,widowed,secondary,agree,purchased,Primary,Destroyed/No House,"<2,500",No land,own_toilet
TRUE,more,living_together,secondary,agree,tap_hh,Elementary,Low Damage Level,"2,500 - 5,000",1 or less,own_toilet
TRUE,more,married,none_primary_only,disagree,well_shallow,High School,Medium Damage Level,"<2,500",No land,own_toilet
TRUE,more,married,none_primary_only,disagree,purchased,High School,Medium Damage Level,"<2,500",No land,shared_toilet
TRUE,more,separated,secondary,agree,well_shallow,High School,No Damage/Fully Repaired,"<2,500",1 or less,own_toilet
TRUE,n/a,married,none_primary_only,strongly_agree,tap_hh,Elementary,Medium Damage Level,"2,500 - 5,000",No land,own_toilet
TRUE,n/a,married,secondary,agree,tap_hh,Primary,Low Damage Level,"<2,500",No land,shared_toilet
TRUE,n/a,married,secondary,agree,purchased,High School,High Damage Level,"2,500 - 5,000",No land,shared_toilet
TRUE,n/a,married,higher_edu,neither,purchased,Elementary,Medium Damage Level,"<2,500",1 or less,own_toilet
TRUE,n/a,single,none_primary_only,strongly_agree,well_shallow,High School,Low Damage Level,"2,500 - 5,000",No land,own_toilet
TRUE,n/a,married,none_primary_only,agree,well_shallow,Primary,High Damage Level,"<2,500",No land,shared_toilet
TRUE,n/a,widowed,higher_edu,agree,purchased,High School,Medium Damage Level,"<2,500",1 or less,own_toilet
TRUE,n/a,married,none_primary_only,agree,tap_hh,High School,Low Damage Level,"2,500 - 5,000",No land,shared_toilet
TRUE,n/a,living_together,secondary,strongly_disagree,hand_pump,High School,High Damage Level,"2,500 - 5,000",No land,own_toilet
TRUE,n/a,separated,none_primary_only,agree,purchased,Elementary,Medium Damage Level,"<2,500",1 or less,own_toilet
TRUE,n/a,single,none_primary_only,strongly_agree,tap_hh,High School,Low Damage Level,"<2,500",No land,own_toilet
TRUE,n/a,married,none_primary_only,agree,hand_pump,High School,Medium Damage Level,"2,500 - 5,000",1 or less,own_toilet
TRUE,more,living_together,none_primary_only,disagree,well_shallow,High School,No Damage/Fully Repaired,"<2,500",No land,shared_toilet
TRUE,more,single,none_primary_only,agree,tap_hh,Graduate,Low Damage Level,"5,001 - 10,000",1 or less,shared_toilet
TRUE,more,living_together,secondary,disagree,purchased,Primary,Medium Damage Level,"<2,500",1 or less,shared_toilet
TRUE,more,living_together,none_primary_only,agree,purchased,Elementary,Medium Damage Level,"2,500 - 5,000",1 or less,own_toilet
TRUE,n/a,married,secondary,agree,purchased,Elementary,Low Damage Level,"5,001 - 10,000",1 or less,own_toilet
TRUE,n/a,married,secondary,agree,purchased,Graduate,No Damage/Fully Repaired,"5,001 - 10,000",1 or less,own_toilet
TRUE,n/a,living_together,none_primary_only,agree,tap_hh,Elementary,Low Damage Level,"2,500 - 5,000",1 or less,own_toilet
TRUE,n/a,married,higher_edu,strongly_agree,purchased,High School,High Damage Level,"2,500 - 5,000",No land,own_toilet
FALSE,more,married,none_primary_only,strongly_agree,well_shallow,Elementary,High Damage Level,"<2,500",No land,shared_toilet
TRUE,n/a,single,none_primary_only,neither,tap_hh,High School,Medium Damage Level,"2,500 - 5,000",No land,shared_toilet
TRUE,n/a,married,none_primary_only,agree,purchased,Graduate,Medium Damage Level," >15,000",1 or less,own_toilet
TRUE,more,living_together,none_primary_only,strongly_agree,purchased,High School,Medium Damage Level,"2,500 - 5,000",1 or less,#N/A
TRUE,n/a,living_together,none_primary_only,agree,hand_pump,Elementary,Medium Damage Level,"<2,500",1 or less,#N/A
TRUE,more,married,none_primary_only,disagree,well_shallow,Elementary,Medium Damage Level,"<2,500",No land,shared_toilet
TRUE,n/a,separated,none_primary_only,disagree,well_shallow,Elementary,Medium Damage Level,"5,001 - 10,000",1 or less,own_toilet
TRUE,n/a,living_together,none_primary_only,agree,purchased,Elementary,Medium Damage Level,"2,500 - 5,000",No land,own_toilet
TRUE,more,living_together,none_primary_only,agree,purchased,Graduate,Medium Damage Level,"2,500 - 5,000",No land,own_toilet
TRUE,more,widowed,none_primary_only,agree,purchased,Primary,Low Damage Level,"<2,500",1.01 - 2,own_toilet
TRUE,more,living_together,none_primary_only,neither,purchased,Elementary,Low Damage Level,"<2,500",No land,#N/A
TRUE,more,single,none_primary_only,strongly_agree,purchased,High School,Low Damage Level,"2,500 - 5,000",1 or less,own_toilet
TRUE,more,single,secondary,agree,purchased,Primary,Medium Damage Level,"<2,500",1 or less,shared_toilet
TRUE,more,widowed,none_primary_only,strongly_agree,purchased,Primary,Destroyed/No House,"<2,500",1 or less,own_toilet
TRUE,n/a,living_together,secondary,dont_know,well_shallow,Elementary,Medium Damage Level,"<2,500",No land,shared_toilet
TRUE,more,living_together,none_primary_only,disagree,purchased,High School,Low Damage Level,"<2,500",1 or less,own_toilet
TRUE,more,married,secondary,strongly_agree,tap_hh,Graduate,No Damage/Fully Repaired,"5,001 - 10,000",1 or less,own_toilet
TRUE,more,living_together,none_primary_only,strongly_disagree,tap_hh,High School,Low Damage Level,"2,500 - 5,000",1 or less,own_toilet
TRUE,n/a,widowed,none_primary_only,agree,purchased,Elementary,Low Damage Level,"<2,500",No land,shared_toilet
TRUE,n/a,living_together,secondary,agree,rainwater,High School,Low Damage Level,"<2,500",No land,shared_toilet
TRUE,n/a,living_together,higher_edu,neither,hand_pump,Primary,Medium Damage Level,"<2,500",No land,shared_toilet
TRUE,n/a,living_together,secondary,disagree,purchased,Elementary,Medium Damage Level,"<2,500",1 or less,#N/A
TRUE,n/a,married,none_primary_only,agree,purchased,Primary,Medium Damage Level,"<2,500",No land,own_toilet
TRUE,n/a,living_together,none_primary_only,agree,purchased,Elementary,Medium Damage Level,"2,500 - 5,000",1 or less,#N/A
TRUE,n/a,married,higher_edu,agree,purchased,Elementary,Medium Damage Level,"<2,500",No land,own_toilet
TRUE,n/a,living_together,secondary,strongly_agree,purchased,Elementary,Medium Damage Level,"<2,500",No land,shared_toilet
TRUE,n/a,married,secondary,strongly_agree,purchased,Elementary,Medium Damage Level,"2,500 - 5,000",No land,shared_toilet
TRUE,n/a,living_together,secondary,agree,tap_hh,High School,Destroyed/No House,"2,500 - 5,000",No land,#N/A
TRUE,n/a,living_together,none_primary_only,strongly_disagree,purchased,Primary,Medium Damage Level,"<2,500",No land,shared_toilet
TRUE,n/a,single,none_primary_only,dont_know,hand_pump,Primary,Medium Damage Level,"<2,500",No land,shared_toilet
TRUE,more,living_together,secondary,agree,tap_hh,High School,Low Damage Level,"2,500 - 5,000",No land,own_toilet
TRUE,n/a,married,none_primary_only,strongly_disagree,purchased,Elementary,Low Damage Level,"<2,500",No land,shared_toilet
TRUE,more,separated,secondary,strongly_agree,purchased,High School,Low Damage Level,"5,001 - 10,000",No land,own_toilet
TRUE,n/a,married,none_primary_only,agree,purchased,Elementary,Medium Damage Level,"2,500 - 5,000",More than 20,own_toilet
TRUE,n/a,married,none_primary_only,neither,purchased,Elementary,Medium Damage Level,"2,500 - 5,000",No land,own_toilet
FALSE,n/a,married,secondary,agree,tap_hh,Elementary,Low Damage Level,"2,500 - 5,000",No land,shared_toilet
TRUE,n/a,living_together,secondary,agree,hand_pump,Primary,Low Damage Level,"<2,500",No land,shared_toilet
FALSE,n/a,widowed,none_primary_only,strongly_disagree,purchased,Elementary,Destroyed/No House,"<2,500",No land,#N/A
TRUE,n/a,widowed,none_primary_only,agree,purchased,Graduate,Low Damage Level,"2,500 - 5,000",More than 20,own_toilet
TRUE,skip,widowed,secondary,agree,purchased,Elementary,Low Damage Level,"2,500 - 5,000",No land,shared_toilet
TRUE,n/a,living_together,secondary,agree,river,Elementary,Medium Damage Level,"2,500 - 5,000",No land,shared_toilet
TRUE,n/a,living_together,none_primary_only,disagree,well_shallow,Elementary,Medium Damage Level,"2,500 - 5,000",No land,shared_toilet
TRUE,n/a,married,secondary,strongly_agree,rainwater,Elementary,Medium Damage Level,"<2,500",1 or less,own_toilet
TRUE,n/a,widowed,none_primary_only,strongly_agree,tap_hh,High School,Medium Damage Level,"2,500 - 5,000",1 or less,own_toilet
TRUE,n/a,married,none_primary_only,neither,purchased,Graduate,Medium Damage Level,"<2,500",No land,#N/A
TRUE,skip,living_together,higher_edu,agree,purchased,High School,Medium Damage Level,"<2,500",No land,#N/A
TRUE,n/a,living_together,secondary,agree,purchased,Primary,Medium Damage Level,"<2,500",No land,own_toilet
TRUE,n/a,living_together,none_primary_only,agree,purchased,Elementary,Medium Damage Level,"2,500 - 5,000",No land,own_toilet
TRUE,n/a,married,none_primary_only,agree,well_shallow,High School,Low Damage Level,"2,500 - 5,000",No land,own_toilet
TRUE,n/a,married,none_primary_only,strongly_agree,purchased,High School,Medium Damage Level,"<2,500",No land,own_toilet
TRUE,n/a,married,none_primary_only,agree,purchased,High School,Medium Damage Level,"<2,500",No land,own_toilet
TRUE,n/a,living_together,none_primary_only,disagree,tap_hh,High School,Medium Damage Level,"2,500 - 5,000",No land,own_toilet
TRUE,n/a,married,none_primary_only,agree,purchased,High School,Low Damage Level,"<2,500",No land,shared_toilet
TRUE,n/a,married,none_primary_only,strongly_agree,well_shallow,Elementary,Medium Damage Level,"2,500 - 5,000",No land,#N/A
TRUE,n/a,living_together,none_primary_only,dont_know,rainwater,High School,Low Damage Level,"<2,500",No land,own_toilet
TRUE,n/a,living_together,none_primary_only,agree,purchased,Graduate,Low Damage Level,"2,500 - 5,000",No land,own_toilet
TRUE,n/a,married,none_primary_only,agree,well_shallow,High School,Medium Damage Level,"2,500 - 5,000",No land,own_toilet
TRUE,n/a,living_together,none_primary_only,strongly_agree,purchased,High School,Medium Damage Level,"<2,500",1 or less,own_toilet
TRUE,n/a,widowed,none_primary_only,agree,hand_pump,Primary,Medium Damage Level,"<2,500",No land,#N/A
TRUE,n/a,married,none_primary_only,disagree,tap_hh,High School,Medium Damage Level,"<2,500",No land,own_toilet
TRUE,dk,living_together,none_primary_only,strongly_disagree,tap_hh,Elementary,Low Damage Level,"<2,500",No land,shared_toilet
TRUE,skip,living_together,higher_edu,agree,purchased,Elementary,Medium Damage Level,"<2,500",No land,shared_toilet
TRUE,n/a,separated,none_primary_only,strongly_agree,purchased,Graduate,Medium Damage Level,"5,001 - 10,000",No land,shared_toilet
TRUE,skip,married,secondary,agree,tap_hh,High School,Medium Damage Level,"<2,500",1 or less,own_toilet
TRUE,n/a,married,higher_edu,strongly_disagree,rainwater,Graduate,Medium Damage Level," >15,000",1 or less,own_toilet
TRUE,n/a,married,higher_edu,agree,purchased,High School,Medium Damage Level,"5,001 - 10,000",1 or less,shared_toilet
TRUE,same,living_together,secondary,agree,hand_pump,High School,Medium Damage Level,"2,500 - 5,000",No land,own_toilet
TRUE,n/a,married,secondary,disagree,purchased,High School,Medium Damage Level,"<2,500",No land,own_toilet
TRUE,n/a,living_together,secondary,agree,tap_hh,Primary,Medium Damage Level,"<2,500",1 or less,own_toilet
TRUE,n/a,married,none_primary_only,agree,well_shallow,High School,Medium Damage Level,"<2,500",1 or less,own_toilet
TRUE,n/a,married,none_primary_only,agree,tap_hh,Primary,Medium Damage Level,"2,500 - 5,000",No land,own_toilet
TRUE,same,married,secondary,strongly_agree,tap_hh,High School,Medium Damage Level,"<2,500",No land,own_toilet
TRUE,n/a,living_together,secondary,strongly_disagree,well_shallow,Primary,Medium Damage Level,"<2,500",1 or less,own_toilet
FALSE,dk,single,secondary,strongly_disagree,well_shallow,High School,Medium Damage Level,"<2,500",1 or less,own_toilet
TRUE,skip,living_together,secondary,strongly_agree,well_shallow,High School,Medium Damage Level,"<2,500",No land,own_toilet
TRUE,skip,married,higher_edu,strongly_disagree,tap_hh,High School,No Damage/Fully Repaired,"5,001 - 10,000",1 or less,own_toilet
TRUE,dk,widowed,none_primary_only,strongly_agree,well_shallow,Primary,Medium Damage Level,"<2,500",1 or less,shared_toilet
TRUE,same,separated,higher_edu,strongly_disagree,purchased,Elementary,Medium Damage Level,"2,500 - 5,000",No land,own_toilet
TRUE,same,married,none_primary_only,agree,tap_hh,High School,Low Damage Level,"<2,500",No land,own_toilet
TRUE,n/a,living_together,none_primary_only,strongly_agree,other,Elementary,No Damage/Fully Repaired,"<2,500",1 or less,own_toilet
FALSE,n/a,married,secondary,agree,well_shallow,High School,Low Damage Level,"2,500 - 5,000",1 or less,own_toilet
TRUE,n/a,living_together,secondary,agree,tap_hh,High School,Low Damage Level,"2,500 - 5,000",1 or less,own_toilet
TRUE,n/a,married,secondary,strongly_agree,tap_hh,High School,Low Damage Level,"<2,500",1 or less,own_toilet
TRUE,n/a,living_together,secondary,strongly_agree,tap_hh,Primary,Destroyed/No House,"<2,500",1 or less,shared_toilet
TRUE,n/a,widowed,none_primary_only,agree,tap_hh,Graduate,Medium Damage Level,"5,001 - 10,000",1 or less,own_toilet
TRUE,n/a,married,none_primary_only,strongly_disagree,rainwater,High School,Low Damage Level,"<2,500",1 or less,shared_toilet
TRUE,n/a,married,secondary,strongly_agree,tap_hh,High School,Low Damage Level,"2,500 - 5,000",1 or less,own_toilet
TRUE,n/a,widowed,none_primary_only,strongly_disagree,tap_hh,Graduate,No Damage/Fully Repaired," >15,000",1 or less,own_toilet
TRUE,more,single,secondary,strongly_agree,tap_hh,High School,Medium Damage Level,"<2,500",No land,shared_toilet
TRUE,n/a,single,secondary,neither,other,Elementary,Low Damage Level,"2,500 - 5,000",1 or less,#N/A
TRUE,n/a,married,secondary,strongly_agree,tap_hh,High School,Medium Damage Level,"<2,500",1 or less,own_toilet
TRUE,n/a,widowed,none_primary_only,agree,tap_hh,High School,Medium Damage Level,"2,500 - 5,000",1.01 - 2,own_toilet
TRUE,n/a,married,secondary,strongly_agree,tap_hh,Elementary,Destroyed/No House,"<2,500",No land,#N/A
TRUE,n/a,single,secondary,strongly_disagree,tap_hh,Elementary,No Damage/Fully Repaired,"2,500 - 5,000",1 or less,own_toilet
TRUE,n/a,widowed,none_primary_only,agree,tap_hh,Elementary,Low Damage Level,"2,500 - 5,000",No land,shared_toilet
TRUE,n/a,living_together,higher_edu,strongly_agree,tap_hh,High School,Medium Damage Level,"<2,500",1 or less,shared_toilet
TRUE,n/a,living_together,none_primary_only,strongly_agree,tap_hh,Elementary,Low Damage Level,"<2,500",No land,shared_toilet
FALSE,n/a,widowed,none_primary_only,strongly_agree,well_shallow,Graduate,No Damage/Fully Repaired,"<2,500",1 or less,own_toilet
TRUE,n/a,married,higher_edu,strongly_agree,tap_hh,High School,Medium Damage Level,"<2,500",1 or less,shared_toilet
TRUE,n/a,married,none_primary_only,strongly_agree,tap_hh,Graduate,Medium Damage Level,"10,001 - 15,000",No land,shared_toilet
TRUE,n/a,married,higher_edu,agree,tap_hh,Graduate,No Damage/Fully Repaired," >15,000",1 or less,own_toilet
TRUE,n/a,married,none_primary_only,agree,tap_hh,Graduate,Destroyed/No House,"<2,500",No land,shared_toilet
FALSE,n/a,living_together,secondary,agree,purchased,Primary,No Damage/Fully Repaired,"<2,500",1 or less,#N/A
TRUE,skip,widowed,none_primary_only,strongly_agree,other,Elementary,Low Damage Level,"2,500 - 5,000",1 or less,#N/A
TRUE,dk,single,none_primary_only,agree,tap_hh,High School,Low Damage Level,"5,001 - 10,000",1 or less,#N/A
TRUE,n/a,living_together,none_primary_only,strongly_agree,well_shallow,Primary,Medium Damage Level,"<2,500",1 or less,shared_toilet
TRUE,n/a,widowed,none_primary_only,agree,river,Primary,No Damage/Fully Repaired,"<2,500",No land,own_toilet
TRUE,n/a,separated,none_primary_only,neither,well_shallow,Graduate,Low Damage Level,"2,500 - 5,000",1 or less,own_toilet
TRUE,n/a,widowed,none_primary_only,agree,well_shallow,High School,Medium Damage Level,"2,500 - 5,000",1 or less,own_toilet
TRUE,n/a,married,none_primary_only,neither,tap_hh,Graduate,Medium Damage Level,"<2,500",1 or less,own_toilet
TRUE,n/a,married,none_primary_only,strongly_agree,tap_hh,Graduate,No Damage/Fully Repaired,"5,001 - 10,000",1 or less,own_toilet
TRUE,n/a,widowed,none_primary_only,strongly_agree,purchased,High School,Medium Damage Level,"<2,500",No land,#N/A
TRUE,n/a,married,none_primary_only,disagree,tap_hh,High School,Medium Damage Level,"2,500 - 5,000",No land,own_toilet
FALSE,more,living_together,none_primary_only,agree,tap_hh,High School,Medium Damage Level,"5,001 - 10,000",1 or less,own_toilet
FALSE,dk,separated,none_primary_only,neither,well_shallow,Elementary,Medium Damage Level,"<2,500",No land,#N/A
TRUE,more,single,none_primary_only,disagree,tap_hh,High School,Low Damage Level,"2,500 - 5,000",No land,own_toilet
TRUE,more,married,none_primary_only,strongly_agree,tap_hh,Elementary,Medium Damage Level,"2,500 - 5,000",1 or less,own_toilet
TRUE,more,married,none_primary_only,neither,well_shallow,High School,Medium Damage Level,"<2,500",1 or less,own_toilet
TRUE,more,single,higher_edu,agree,tap_hh,Graduate,Low Damage Level,"10,001 - 15,000",1 or less,own_toilet
TRUE,more,married,secondary,agree,well_shallow,Elementary,Destroyed/No House,"<2,500",No land,#N/A
TRUE,dk,single,none_primary_only,strongly_agree,well_shallow,High School,Medium Damage Level,"2,500 - 5,000",1 or less,own_toilet
TRUE,more,married,none_primary_only,strongly_agree,other,High School,Low Damage Level,"2,500 - 5,000",No land,own_toilet
TRUE,more,married,none_primary_only,strongly_agree,well_shallow,High School,Medium Damage Level,"2,500 - 5,000",No land,own_toilet
TRUE,more,married,none_primary_only,strongly_agree,tap_hh,Elementary,Medium Damage Level,"<2,500",No land,own_toilet
TRUE,dk,single,secondary,agree,well_shallow,Graduate,Low Damage Level,"<2,500",1 or less,own_toilet
TRUE,more,married,none_primary_only,strongly_agree,tap_hh,Graduate,No Damage/Fully Repaired," >15,000",2.01 - 10,own_toilet
FALSE,dk,widowed,none_primary_only,agree,tap_communal,Graduate,Low Damage Level," >15,000",2.01 - 10,own_toilet
TRUE,more,married,none_primary_only,agree,tap_hh,High School,Low Damage Level,"2,500 - 5,000",No land,own_toilet
TRUE,more,married,none_primary_only,strongly_agree,well_shallow,High School,Medium Damage Level,"<2,500",No land,shared_toilet
TRUE,n/a,married,none_primary_only,strongly_agree,tap_hh,High School,Medium Damage Level,"<2,500",No land,own_toilet
TRUE,more,living_together,higher_edu,strongly_disagree,tap_hh,High School,Medium Damage Level,"2,500 - 5,000",No land,shared_toilet
FALSE,more,separated,none_primary_only,agree,tap_hh,High School,Medium Damage Level,"2,500 - 5,000",1 or less,own_toilet
FALSE,more,married,none_primary_only,strongly_agree,well_shallow,High School,Medium Damage Level,"2,500 - 5,000",1 or less,own_toilet
FALSE,more,single,secondary,strongly_agree,tap_hh,High School,Medium Damage Level,"5,001 - 10,000",1 or less,own_toilet
FALSE,more,widowed,higher_edu,strongly_agree,tap_hh,High School,Medium Damage Level,"<2,500",No land,shared_toilet
FALSE,more,married,secondary,agree,well_shallow,High School,Destroyed/No House,"<2,500",No land,shared_toilet
FALSE,more,married,secondary,neither,well_shallow,High School,Medium Damage Level,"<2,500",No land,own_toilet
FALSE,skip,living_together,none_primary_only,agree,tap_hh,High School,Low Damage Level,"<2,500",No land,own_toilet
FALSE,skip,married,none_primary_only,agree,tap_hh,High School,Medium Damage Level,"<2,500",No land,own_toilet
TRUE,n/a,married,higher_edu,strongly_agree,tap_hh,Elementary,Medium Damage Level,"2,500 - 5,000",No land,own_toilet
FALSE,more,living_together,none_primary_only,agree,well_shallow,High School,High Damage Level,"2,500 - 5,000",1 or less,own_toilet
TRUE,more,married,secondary,agree,tap_hh,Graduate,Medium Damage Level,"<2,500",No land,shared_toilet
TRUE,dk,living_together,none_primary_only,agree,well_shallow,Primary,Destroyed/No House,"<2,500",No land,shared_toilet
